Country,EdLevel,Age,YearsCodePro,Salary
Australia,Post grad,35-44 years old,7.0,104015.0
United States of America,Bachelor degree,25-34 years old,5.0,157000.0
Germany,Less than a Bachelors,25-34 years old,3.0,47856.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,26.0,95299.0
Netherlands,Master degree,18-24 years old,2.0,64968.0
Canada,Less than a Bachelors,18-24 years old,3.0,60701.0
India,Master degree,25-34 years old,10.0,48821.0
Germany,Master degree,45-54 years old,28.0,85967.0
France,Bachelor degree,25-34 years old,10.0,127616.0
Netherlands,Less than a Bachelors,25-34 years old,13.0,52207.0
France,Bachelor degree,35-44 years old,6.0,58007.0
United States of America,Master degree,25-34 years old,10.0,230000.0
Netherlands,Less than a Bachelors,35-44 years old,15.0,92812.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,35-44 years old,27.0,51053.0
Brazil,Bachelor degree,25-34 years old,15.0,43689.0
France,Master degree,35-44 years old,12.0,174022.0
Canada,Master degree,25-34 years old,16.0,64933.0
France,Master degree,35-44 years old,15.0,75410.0
Italy,Less than a Bachelors,35-44 years old,15.0,58007.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,9.0,122527.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,55-64 years old,25.0,68071.0
United Kingdom of Great Britain and Northern Ireland,Post grad,45-54 years old,20.0,61264.0
France,Master degree,25-34 years old,8.0,68449.0
Netherlands,Post grad,35-44 years old,16.0,62648.0
Germany,Less than a Bachelors,35-44 years old,19.0,113694.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,10.0,88492.0
France,Master degree,18-24 years old,2.0,45246.0
France,Bachelor degree,35-44 years old,18.0,68449.0
France,Master degree,25-34 years old,4.0,47334.0
France,Master degree,55-64 years old,40.0,69609.0
Italy,Less than a Bachelors,25-34 years old,6.0,90491.0
Germany,Master degree,35-44 years old,10.0,104413.0
Spain,Less than a Bachelors,35-44 years old,10.0,48726.0
Italy,Master degree,35-44 years old,12.0,48726.0
Germany,Master degree,25-34 years old,9.0,88751.0
United States of America,Less than a Bachelors,18-24 years old,1.0,18400.0
United Kingdom of Great Britain and Northern Ireland,Post grad,45-54 years old,20.0,95299.0
Germany,Less than a Bachelors,18-24 years old,3.0,48726.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25-34 years old,6.0,102106.0
Germany,Bachelor degree,35-44 years old,10.0,69609.0
Germany,Bachelor degree,25-34 years old,6.0,87011.0
Germany,Master degree,35-44 years old,9.0,111374.0
Ukraine,Bachelor degree,25-34 years old,12.0,57519.0
Germany,Bachelor degree,35-44 years old,11.0,91072.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,7.0,43565.0
France,Master degree,25-34 years old,5.0,23203.0
United Kingdom of Great Britain and Northern Ireland,Post grad,25-34 years old,5.0,81685.0
Germany,Bachelor degree,35-44 years old,21.0,64968.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,6.0,74878.0
Germany,Master degree,35-44 years old,15.0,87011.0
France,Master degree,25-34 years old,8.0,58007.0
France,Bachelor degree,25-34 years old,10.0,63228.0
India,Bachelor degree,18-24 years old,1.0,20923.0
France,Bachelor degree,25-34 years old,8.0,52207.0
India,Bachelor degree,25-34 years old,6.0,13949.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,6.0,102106.0
United Kingdom of Great Britain and Northern Ireland,Master degree,35-44 years old,10.0,136141.0
Germany,Master degree,35-44 years old,14.0,116015.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25-34 years old,7.0,47650.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,11.0,68071.0
Italy,Master degree,35-44 years old,11.0,48726.0
Germany,Post grad,35-44 years old,10.0,81210.0
Spain,Less than a Bachelors,45-54 years old,28.0,60328.0
France,Less than a Bachelors,35-44 years old,2.0,44782.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,45-54 years old,30.0,68071.0
France,Master degree,25-34 years old,4.0,46406.0
Ukraine,Bachelor degree,25-34 years old,8.0,63600.0
India,Bachelor degree,25-34 years old,6.0,41846.0
United States of America,Bachelor degree,55-64 years old,30.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25-34 years old,11.0,163370.0
Germany,Master degree,35-44 years old,12.0,89331.0
India,Bachelor degree,35-44 years old,15.0,34872.0
Canada,Bachelor degree,35-44 years old,14.0,91198.0
United Kingdom of Great Britain and Northern Ireland,Master degree,35-44 years old,13.0,238248.0
India,Bachelor degree,18-24 years old,4.0,26735.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,6.0,61264.0
Germany,Master degree,25-34 years old,3.0,64968.0
Italy,Bachelor degree,25-34 years old,8.0,44086.0
Spain,Bachelor degree,25-34 years old,3.0,34804.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,10.0,46288.0
Germany,Less than a Bachelors,18-24 years old,2.0,16242.0
France,Post grad,25-34 years old,8.0,55687.0
United Kingdom of Great Britain and Northern Ireland,Post grad,45-54 years old,25.0,84408.0
Italy,Master degree,35-44 years old,20.0,81210.0
United States of America,Bachelor degree,25-34 years old,12.0,170000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,5.0,89853.0
India,Bachelor degree,25-34 years old,9.0,68581.0
United States of America,Bachelor degree,25-34 years old,5.0,125000.0
Australia,Less than a Bachelors,25-34 years old,11.0,78011.0
United States of America,Bachelor degree,18-24 years old,2.0,40000.0
Germany,Bachelor degree,35-44 years old,10.0,116015.0
United States of America,Bachelor degree,35-44 years old,20.0,160000.0
United States of America,Bachelor degree,25-34 years old,10.0,234000.0
United States of America,Bachelor degree,35-44 years old,20.0,167000.0
Germany,Less than a Bachelors,35-44 years old,24.0,214627.0
France,Master degree,25-34 years old,3.0,39445.0
United Kingdom of Great Britain and Northern Ireland,Post grad,55-64 years old,25.0,68071.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25-34 years old,16.0,54457.0
Canada,Less than a Bachelors,45-54 years old,26.0,87550.0
United States of America,Bachelor degree,25-34 years old,7.0,130000.0
Spain,Less than a Bachelors,25-34 years old,2.0,34804.0
Brazil,Bachelor degree,25-34 years old,10.0,20097.0
Italy,Less than a Bachelors,55-64 years old,34.0,69609.0
Germany,Master degree,45-54 years old,20.0,110214.0
United States of America,Less than a Bachelors,35-44 years old,21.0,100000.0
United States of America,Master degree,35-44 years old,18.0,190000.0
Netherlands,Bachelor degree,25-34 years old,13.0,87011.0
United States of America,Bachelor degree,25-34 years old,3.0,100000.0
United States of America,Bachelor degree,25-34 years old,6.0,110000.0
United States of America,Master degree,45-54 years old,17.0,205000.0
United States of America,Bachelor degree,45-54 years old,26.0,160000.0
Brazil,Master degree,35-44 years old,17.0,38228.0
United States of America,Less than a Bachelors,18-24 years old,6.0,96000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,18-24 years old,2.0,74878.0
Canada,Less than a Bachelors,35-44 years old,20.0,116733.0
Spain,Less than a Bachelors,18-24 years old,2.0,24363.0
United States of America,Master degree,25-34 years old,2.0,43350.0
United States of America,Less than a Bachelors,35-44 years old,20.0,75000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,6.0,163370.0
United States of America,Less than a Bachelors,55-64 years old,20.0,190000.0
Italy,Master degree,25-34 years old,8.0,52207.0
United States of America,Bachelor degree,18-24 years old,1.0,73000.0
United States of America,Bachelor degree,35-44 years old,10.0,151000.0
Australia,Bachelor degree,25-34 years old,7.0,102065.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,55-64 years old,30.0,190598.0
United States of America,Bachelor degree,35-44 years old,3.0,65000.0
Germany,Master degree,35-44 years old,18.0,139218.0
Spain,Bachelor degree,25-34 years old,8.0,104413.0
France,Less than a Bachelors,35-44 years old,5.0,32484.0
France,Master degree,35-44 years old,15.0,87011.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25-34 years old,17.0,51598.0
Germany,Master degree,45-54 years old,20.0,127616.0
United States of America,Post grad,65 years or older,45.0,175000.0
Brazil,Less than a Bachelors,35-44 years old,19.0,12378.0
United States of America,Bachelor degree,25-34 years old,6.0,125000.0
United States of America,Master degree,25-34 years old,5.0,175000.0
Germany,Master degree,35-44 years old,15.0,163581.0
United States of America,Bachelor degree,35-44 years old,25.0,93500.0
France,Master degree,35-44 years old,18.0,60328.0
United States of America,Less than a Bachelors,55-64 years old,37.0,173000.0
Italy,Master degree,25-34 years old,8.0,46406.0
India,Master degree,35-44 years old,10.0,27898.0
United States of America,Master degree,45-54 years old,31.0,78000.0
Germany,Master degree,25-34 years old,10.0,103253.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,4.0,61264.0
United States of America,Master degree,45-54 years old,30.0,250000.0
United States of America,Master degree,55-64 years old,28.0,230000.0
United States of America,Master degree,35-44 years old,10.0,150000.0
United States of America,Bachelor degree,35-44 years old,20.0,160000.0
United States of America,Bachelor degree,35-44 years old,19.0,95000.0
United States of America,Bachelor degree,45-54 years old,31.0,120000.0
Netherlands,Master degree,45-54 years old,25.0,48726.0
France,Master degree,25-34 years old,8.0,48726.0
Canada,Bachelor degree,45-54 years old,27.0,131325.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,13.0,51734.0
United States of America,Master degree,35-44 years old,22.0,200000.0
United States of America,Bachelor degree,35-44 years old,15.0,119000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,21.0,245055.0
Brazil,Bachelor degree,25-34 years old,6.0,91018.0
India,Bachelor degree,25-34 years old,4.0,17436.0
France,Post grad,25-34 years old,3.0,16706.0
Canada,Bachelor degree,45-54 years old,28.0,43775.0
Canada,Master degree,35-44 years old,10.0,94846.0
Spain,Less than a Bachelors,35-44 years old,16.0,92812.0
France,Bachelor degree,25-34 years old,8.0,46406.0
United States of America,Master degree,25-34 years old,9.0,158000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,9.0,50372.0
Germany,Master degree,35-44 years old,4.0,87011.0
United States of America,Master degree,45-54 years old,20.0,220000.0
United States of America,Less than a Bachelors,25-34 years old,6.0,85000.0
Germany,Post grad,25-34 years old,7.0,121815.0
United States of America,Master degree,35-44 years old,16.0,130000.0
Germany,Master degree,25-34 years old,5.0,81210.0
Spain,Bachelor degree,25-34 years old,10.0,149659.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,35-44 years old,20.0,58541.0
United States of America,Less than a Bachelors,35-44 years old,20.0,50000.0
United States of America,Bachelor degree,35-44 years old,16.0,150000.0
Italy,Less than a Bachelors,25-34 years old,6.0,35965.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,55-64 years old,35.0,74878.0
Germany,Post grad,35-44 years old,6.0,96292.0
United States of America,Less than a Bachelors,55-64 years old,33.0,180000.0
United States of America,Bachelor degree,55-64 years old,28.0,132000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,21.0,111636.0
Germany,Less than a Bachelors,45-54 years old,28.0,110214.0
Germany,Bachelor degree,35-44 years old,15.0,58007.0
Germany,Master degree,35-44 years old,10.0,145018.0
Germany,Post grad,55-64 years old,29.0,98612.0
Germany,Less than a Bachelors,45-54 years old,12.0,81210.0
United States of America,Post grad,35-44 years old,6.0,126000.0
United States of America,Bachelor degree,45-54 years old,33.0,205000.0
Germany,Bachelor degree,25-34 years old,9.0,107894.0
Canada,Bachelor degree,45-54 years old,27.0,120381.0
United States of America,Post grad,35-44 years old,12.0,80000.0
Germany,Post grad,35-44 years old,4.0,81210.0
France,Post grad,35-44 years old,17.0,104413.0
Germany,Less than a Bachelors,25-34 years old,7.0,67289.0
Brazil,Bachelor degree,25-34 years old,10.0,12743.0
Canada,Less than a Bachelors,25-34 years old,13.0,132000.0
Netherlands,Bachelor degree,25-34 years old,13.0,87011.0
United States of America,Post grad,45-54 years old,29.0,175000.0
Canada,Master degree,35-44 years old,19.0,105790.0
Netherlands,Bachelor degree,45-54 years old,22.0,98612.0
United States of America,Less than a Bachelors,45-54 years old,25.0,170000.0
Italy,Master degree,35-44 years old,18.0,46406.0
Canada,Less than a Bachelors,55-64 years old,30.0,45964.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,35-44 years old,13.0,91215.0
France,Master degree,25-34 years old,13.0,87011.0
United States of America,Less than a Bachelors,35-44 years old,13.0,244445.0
Brazil,Bachelor degree,35-44 years old,3.0,14725.0
France,Master degree,25-34 years old,5.0,69609.0
United States of America,Bachelor degree,55-64 years old,27.0,140000.0
United States of America,Bachelor degree,35-44 years old,20.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,10.0,245055.0
Brazil,Post grad,45-54 years old,35.0,182037.0
Canada,Less than a Bachelors,35-44 years old,15.0,182396.0
Canada,Bachelor degree,45-54 years old,15.0,65663.0
United States of America,Bachelor degree,35-44 years old,15.0,200000.0
United States of America,Bachelor degree,35-44 years old,23.0,240000.0
