Country,YearsCodePro,Employment,EdLevel,ConvertedCompYearly,OrgSize,Age
United States of America,5.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",93000.0,Other,25-34 years old
United Kingdom of Great Britain and Northern Ireland,17.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",63694.0,Other,35-44 years old
New Zealand,23.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",76821.0,Other,45-54 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115000.0,"10,000 or more employees",25-34 years old
Brazil,12.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",46995.0,"5,000 to 9,999 employees",35-44 years old
United States of America,21.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,20 to 99 employees,35-44 years old
Russian Federation,,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7843.0,Other,45-54 years old
United States of America,1.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0,100 to 499 employees,25-34 years old
United States of America,2.0,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0,20 to 99 employees,25-34 years old
Romania,14.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80555.0,100 to 499 employees,25-34 years old
United States of America,20.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0,Other,35-44 years old
United States of America,7.0,"Employed, full-time",Something else,103000.0,Other,25-34 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",180000.0,"1,000 to 4,999 employees",25-34 years old
Turkey,13.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",63064.0,100 to 499 employees,25-34 years old
United States of America,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0,Other,25-34 years old
United States of America,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,100 to 499 employees,25-34 years old
Canada,7.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",72693.0,"1,000 to 4,999 employees",25-34 years old
United States of America,16.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0,100 to 499 employees,35-44 years old
South Africa,1.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,4843.0,Other,18-24 years old
United States of America,9.0,"Student, full-time;Employed, part-time",Some college/university study without earning a degree,10000.0,500 to 999 employees,18-24 years old
Ukraine,2.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3497.0000000000005,Other,18-24 years old
Canada,10.0,"Employed, full-time",Something else,66877.0,500 to 999 employees,45-54 years old
"Iran, Islamic Republic of...",3.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",14256.0,500 to 999 employees,25-34 years old
United States of America,43.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",98000.0,20 to 99 employees,55-64 years old
Poland,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",54442.0,"1,000 to 4,999 employees",35-44 years old
Ukraine,2.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14810.0,500 to 999 employees,25-34 years old
Russian Federation,3.0,"Employed, full-time",Some college/university study without earning a degree,33613.0,"5,000 to 9,999 employees",18-24 years old
Isle of Man,14.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",152865.0,"5,000 to 9,999 employees",25-34 years old
Portugal,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39740.0,20 to 99 employees,35-44 years old
United States of America,10.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,Other,25-34 years old
France,15.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",64444.0,"10,000 or more employees",35-44 years old
Ukraine,2.0,"Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3497.0000000000005,Other,25-34 years old
Australia,15.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",112312.0,100 to 499 employees,35-44 years old
United States of America,7.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",140000.0,"5,000 to 9,999 employees",25-34 years old
United States of America,17.0,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115000.0,20 to 99 employees,35-44 years old
United States of America,35.0,"Employed, full-time",Some college/university study without earning a degree,150000.0,100 to 499 employees,55-64 years old
United States of America,40.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",182000.0,20 to 99 employees,65 years or older
United States of America,8.0,"Employed, full-time",Some college/university study without earning a degree,68000.0,20 to 99 employees,25-34 years old
United States of America,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",70000.0,"5,000 to 9,999 employees",25-34 years old
Argentina,28.0,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12000.0,20 to 99 employees,45-54 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",70000.0,"1,000 to 4,999 employees",35-44 years old
United States of America,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0,"1,000 to 4,999 employees",25-34 years old
Azerbaijan,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",65000.0,20 to 99 employees,35-44 years old
Ukraine,9.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3497.0000000000005,100 to 499 employees,25-34 years old
Germany,13.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",107406.0,100 to 499 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,8.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",48407.0,Other,25-34 years old
United States of America,16.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,"1,000 to 4,999 employees",35-44 years old
Netherlands,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",77332.0,"1,000 to 4,999 employees",25-34 years old
Canada,11.0,"Employed, full-time",Some college/university study without earning a degree,59608.0,20 to 99 employees,25-34 years old
United States of America,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0,"5,000 to 9,999 employees",45-54 years old
United States of America,2.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75000.0,"10,000 or more employees",25-34 years old
United States of America,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",192000.0,100 to 499 employees,25-34 years old
Mexico,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,Other,18-24 years old
Ukraine,10.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3497.0000000000005,"1,000 to 4,999 employees",25-34 years old
Germany,21.0,"Employed, full-time",Some college/university study without earning a degree,84851.0,100 to 499 employees,35-44 years old
Nigeria,18.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9302.0,Other,35-44 years old
United States of America,6.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",113000.0,Other,25-34 years old
New Zealand,17.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",147496.0,100 to 499 employees,35-44 years old
Portugal,3.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",92799.0,20 to 99 employees,18-24 years old
Australia,20.0,"Employed, part-time",Some college/university study without earning a degree,99099.0,"10,000 or more employees",35-44 years old
United States of America,5.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0,Other,25-34 years old
Spain,3.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",68740.0,Other,25-34 years old
India,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0,Other,18-24 years old
Japan,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50915.0,20 to 99 employees,35-44 years old
Norway,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",93591.0,100 to 499 employees,25-34 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0,100 to 499 employees,18-24 years old
Mexico,11.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",86254.0,"10,000 or more employees",35-44 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",180000.0,"10,000 or more employees",25-34 years old
Canada,8.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",189002.0,"10,000 or more employees",25-34 years old
United States of America,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,20 to 99 employees,25-34 years old
Ukraine,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3497.0000000000005,500 to 999 employees,35-44 years old
United States of America,10.0,"Employed, full-time",Some college/university study without earning a degree,210000.0,100 to 499 employees,35-44 years old
Ukraine,4.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42000.0,"5,000 to 9,999 employees",18-24 years old
Brazil,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14919.0,100 to 499 employees,35-44 years old
United States of America,21.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"10,000 or more employees",35-44 years old
Germany,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",78407.0,100 to 499 employees,35-44 years old
United States of America,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",129000.0,500 to 999 employees,25-34 years old
United States of America,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0,"10,000 or more employees",35-44 years old
United States of America,1.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",180000.0,"10,000 or more employees",18-24 years old
Egypt,0.5,"Employed, full-time;Not employed, but looking for work;Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,Other,18-24 years old
United States of America,31.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,Other,45-54 years old
Brazil,0.5,"Student, part-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4103.0,500 to 999 employees,18-24 years old
Nigeria,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5581.0,Other,25-34 years old
United Kingdom of Great Britain and Northern Ireland,19.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",133757.0,100 to 499 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,4.0,"Employed, full-time;Student, part-time",Some college/university study without earning a degree,19873.0,Other,18-24 years old
Germany,15.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",64444.0,100 to 499 employees,35-44 years old
United States of America,12.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",78000.0,"10,000 or more employees",25-34 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",135000.0,Other,35-44 years old
Taiwan,9.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22700.0,Other,25-34 years old
Indonesia,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9789.0,100 to 499 employees,18-24 years old
Germany,41.0,"Employed, full-time",Some college/university study without earning a degree,85925.0,"1,000 to 4,999 employees",55-64 years old
Ecuador,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0,Other,25-34 years old
Brazil,30.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130541.0,Other,35-44 years old
Romania,4.0,"Employed, full-time;Independent contractor, freelancer, or self-employed",Primary/elementary school,48000.0,20 to 99 employees,18-24 years old
United States of America,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",94420.0,"1,000 to 4,999 employees",25-34 years old
United States of America,19.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0,"1,000 to 4,999 employees",35-44 years old
Canada,6.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",66877.0,"1,000 to 4,999 employees",45-54 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",140000.0,Other,18-24 years old
Philippines,6.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9192.0,Other,25-34 years old
Australia,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",79279.0,100 to 499 employees,25-34 years old
India,7.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21534.0,"10,000 or more employees",25-34 years old
Peru,14.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26406.0,Other,35-44 years old
Mexico,27.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16712.0,100 to 499 employees,45-54 years old
United States of America,6.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0,"10,000 or more employees",18-24 years old
Australia,16.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",99099.0,20 to 99 employees,35-44 years old
Russian Federation,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3497.0000000000005,20 to 99 employees,25-34 years old
